"","Probe_ID","DESIGN","COLOR_CHANNEL","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Feature","Chrom","Pos"
"cg22979992","cg22979992","II","Both",1.54581290498309,0.94776858567337,7.44182287872646,1.61564918471316e-05,0.0167212275802714,2.90368916756997,"FCGR2A","Body","1",161483626
"cg23025873","cg23025873","II","Both",1.32681150248679,1.03879094220482,7.6013142973231,1.3339027344434e-05,0.014902571541542,3.04559774994701,"PHTF2","Body","7",77487860
"cg23033889","cg23033889","II","Both",-1.50310448962659,1.88305819863283,-6.78904901139436,3.65196538656862e-05,0.0291118374167152,2.28342561808512,"BUB1B","Body","15",40482973
"cg23093164","cg23093164","II","Both",-1.14846178768185,0.274102864277184,-6.50559529954739,5.28981945398411e-05,0.0371562988732463,1.99331907192157,"RCAN1","TSS200","21",35899468
"cg23126152","cg23126152","II","Both",1.39307858698155,-0.874204817359963,10.0616680115533,9.61673005142226e-07,0.00314541216936103,4.82923899892944,"SSH1","TSS200","12",109221407
"cg23182756","cg23182756","II","Both",-1.13771134540613,-1.92797261432149,-10.4508998421987,6.65934863987308e-07,0.00245527409305965,5.0524944024615,"TK2","Body","16",66559965
"cg23202388","cg23202388","II","Both",1.74990962957497,-0.981233268478298,11.9515529014171,1.78558491462064e-07,0.00128761468409357,5.79690414167716,"CHID1","1stExon","11",914849
"cg23209962","cg23209962","II","Both",-1.92482534826983,0.210331571467269,-8.710895367151,3.79399632736725e-06,0.00692606967959365,3.93778020353495,"RGNEF","Body","5",73163484
"cg23266069","cg23266069","II","Both",-0.698177791299218,1.44283581207567,-7.02853870759765,2.69146518237603e-05,0.0232673782945221,2.51855496267072,"PARK2","Body","6",161788728
"cg23302358","cg23302358","II","Both",0.790904077349645,0.781016645629918,6.89224691807843,3.19916977265953e-05,0.0262847837327172,2.38584709317991,"PIPOX","Body","17",27372891
"cg23326517","cg23326517","II","Both",1.00659777038258,1.97666463043813,6.62609359473266,4.51325928077945e-05,0.0332835401323064,2.11823695668541,"TRPM3","Body","9",73169165
"cg23334466","cg23334466","II","Both",1.07191837034897,-2.52296356446217,6.43558263658825,5.8060140271049e-05,0.0399402668090785,1.91964226172116,"C5orf66","5'UTR","5",134551807
"cg23335024","cg23335024","II","Both",-0.602272791151416,-2.47086846519147,-6.98296071385156,2.85086043773694e-05,0.024288235517817,2.47449678726045,"SMG9","TSS1500","19",44260488
"cg23339014","cg23339014","II","Both",-1.05192865414717,1.1791727744349,-10.5443469046418,6.10740308116002e-07,0.00236818561591648,5.10408735125993,"PRKCH","Body","14",62000491
"cg23350904","cg23350904","I","Red",0.738934203616238,-1.2867561009866,7.73857259842135,1.13370478097067e-05,0.013512089602428,3.164832540262,"ZMYND15","Body","17",4648580
"cg23363242","cg23363242","II","Both",-1.8728482707712,0.563909127945179,-13.3224553680895,6.05118201730297e-08,0.000864252003378607,6.34346810275864,"GPR183","TSS1500","13",99960914
"cg23376687","cg23376687","II","Both",-2.17868646582846,0.415442903950386,-11.3943799803525,2.86040626434927e-07,0.00160068302600085,5.5404166414838,"SLC22A23","Body","6",3324763
"cg23422870","cg23422870","II","Both",-1.66964048838419,-0.806881402659802,-7.90306788931891,9.35515437778223e-06,0.0120301987585755,3.30428640409125,"ATP9B","Body","18",76877620
"cg23425673","cg23425673","II","Both",-1.95566793979622,-1.36734655361507,-11.8762182120975,1.90090060131138e-07,0.00131367867991047,5.76348598114399,"CASC21","Body","8",128352645
"cg23428724","cg23428724","II","Both",0.740397957664444,1.52447701294555,6.50207775421922,5.31454231481421e-05,0.0372688585952661,1.98963674981374,"CRK","3'UTR","17",1326847
"cg23449764","cg23449764","II","Both",1.7978856790067,1.1848572789082,9.15534057279402,2.37286151396244e-06,0.00507083464213965,4.25264516377865,"CHID1","TSS1500","11",915337
"cg23450972","cg23450972","II","Both",1.53389090701515,0.660669554460808,11.0022081019044,4.03380228050564e-07,0.00197921900019515,5.3462563897591,"MYO15A","Body","17",18076288
"cg23459209","cg23459209","II","Both",-0.893875458000258,1.81369972913441,-8.78219281223387,3.51446071862975e-06,0.00663367620516303,3.98982102514834,"NCL","Body","2",232321889
"cg23471482","cg23471482","II","Both",-1.52864523777735,-1.43587876074881,-6.66571138957064,4.28545901742693e-05,0.0321857127196483,2.15879115329355,"CCL22","TSS1500","16",57392198
"cg23535449","cg23535449","II","Both",1.00576464575438,1.55238423808475,9.51679206245631,1.64143504913581e-06,0.00422406796959921,4.49264339691026,"MIR1250","TSS200","17",79107259
"cg23539125","cg23539125","II","Both",1.65334225079874,-1.22159058270863,11.666294202669,2.26722787037556e-07,0.00144991252663834,5.66831756783745,"LINC01132","Body","1",234861044
"cg23558994","cg23558994","II","Both",1.2786345534908,-0.883269486087759,10.5252477633788,6.21603660444816e-07,0.00238647175241942,5.09360399012987,"ZNF710","5'UTR","15",90606921
"cg23604791","cg23604791","II","Both",0.989906591386449,-1.71698302026589,8.02015270702632,8.17387534530759e-06,0.0110656194094132,3.40131102260494,"TBL1X","Body","X",9640341
"cg23677897","cg23677897","II","Both",-0.692018300024575,-1.97486558771924,-6.50610619731073,5.28623892298312e-05,0.0371562988732463,1.99385373280093,"LOC105376360","Body","10",3783003
"cg23689050","cg23689050","II","Both",1.30106615980167,-1.03999670036383,10.41717476908,6.87166345254548e-07,0.00250509044238045,5.03368771527864,"ZMIZ1","Body","10",81044831
"cg23701759","cg23701759","II","Both",0.907552759461648,-1.78800116326679,7.65046041361272,1.25814807407643e-05,0.0143754656919361,3.08859461801583,"BCOR","5'UTR","X",39959596
"cg23774975","cg23774975","II","Both",0.940649858697453,-0.44810800665906,7.22996090440129,2.09348287135369e-05,0.0196709802493813,2.70945350676045,"RHOG","Body","11",3848848
"cg23807641","cg23807641","II","Both",0.739439448707225,1.45437797166701,6.61871824831922,4.55708620339407e-05,0.0334848024167649,2.11065918433885,"ZC3H4","Body","19",47600157
"cg23858605","cg23858605","II","Both",1.51238150278002,0.449100666088943,11.4012004744292,2.84361423646972e-07,0.00160068302600085,5.54369051938556,"TRIM26","Body","6",30153868
"cg23877542","cg23877542","II","Both",1.87091488512708,1.57717165743769,9.09337313247111,2.53055824414715e-06,0.00526345058945618,4.21008411395437,"SDHB","Body","1",17356865
"cg23878325","cg23878325","II","Both",0.722945391286467,-2.75552723954764,7.2611063834386,2.0145793742671e-05,0.019224695747697,2.73842459728853,"MOB3A","5'UTR","19",2089202
"cg23902076","cg23902076","II","Both",-1.57655772076074,1.12937798216702,-13.8809915860385,4.00559841207738e-08,0.000730333088179237,6.53637518881774,"ASAP2","Body","2",9428726
"cg23903708","cg23903708","II","Both",-0.782138875744603,0.283270879114611,-6.19939570217778,7.98654804775282e-05,0.0497134434752152,1.66505551468952,"DNMT3A","Body","2",25527266
"cg23922265","cg23922265","II","Both",1.99496551983754,0.149839194469264,11.9198653452601,1.83313446486944e-07,0.00128761468409357,5.78289424186254,"CHID1","5'UTR","11",914834
"cg23925540","cg23925540","II","Both",1.10746870591738,0.187684851166835,8.46343777342572,4.96727334876249e-06,0.00813893911670216,3.75243924087476,"DIP2B","Body","12",50962271
"cg23930114","cg23930114","II","Both",1.01355625318761,0.0186689632699565,8.36564658894967,5.53461533935723e-06,0.00861018719630849,3.67712801913249,"ITPK1","Body","14",93419209
"cg24010993","cg24010993","II","Both",1.10556260857981,1.29965540360309,6.36841182368122,6.3523678437042e-05,0.0425282094118716,1.84819125960171,"PSTPIP2","Body","18",43620112
"cg24044478","cg24044478","I","Grn",2.02616625402864,1.26746963188725,7.75261800305425,1.11512721943572e-05,0.013385538685399,3.17688514125409,"PLEC1","Body","8",145035191
"cg24067652","cg24067652","II","Both",-0.828186369777742,2.16688507934426,-9.09451025720128,2.52756420886317e-06,0.00526345058945618,4.21086894814895,"PFDN1","Body","5",139626136
"cg24104456","cg24104456","II","Both",-1.22774638866482,-1.87742745882294,-6.53702134614719,5.07434585924264e-05,0.0363772999159408,2.02612691237694,"P2RY6","TSS1500","11",72974060
"cg24107728","cg24107728","I","Red",0.68320690046964,1.06602555439474,6.36554402825297,6.37688960128082e-05,0.0426590517462981,1.84512396962544,"LRP8","Body","1",53760337
"cg24119607","cg24119607","II","Both",-1.10357753223718,-1.25660430002135,-7.17322465974134,2.24590936498312e-05,0.0205621160581983,2.65630418659856,"CXXC5","5'UTR","5",139047739
"cg24185680","cg24185680","II","Both",0.751500844175334,2.4548398110613,7.44694981945125,1.60565477522414e-05,0.0166984589125016,2.90830791843048,"DNAJB6","Body","7",157171288
"cg24194660","cg24194660","II","Both",-1.28356309275438,-0.83643960003631,-8.07238857123341,7.6997860555091e-06,0.0107114773733443,3.4440079445334,"LOC101928449","TSS200","12",82347431
"cg24199006","cg24199006","II","Both",-1.36085171694025,-3.09751648397962,-11.6981016157578,2.20709985712397e-07,0.00143284588315419,5.68293394938277,"ITPRIP","5'UTR","10",106089203
"cg24241403","cg24241403","II","Both",-0.833901390528815,1.39054067563136,-6.78917846254766,3.65135598547229e-05,0.0291118374167152,2.28355515211016,"CRADD","Body","12",94241055
"cg24257119","cg24257119","II","Both",-1.11529238173091,-1.92637384232063,-10.9137848714927,4.36517904149496e-07,0.0020085177848427,5.3008251931958,"ETV6","Body","12",11887650
"cg24310959","cg24310959","II","Both",-1.9414171716565,-2.29467014904532,-11.0764322343655,3.77671321207944e-07,0.00189186477028845,5.38391350624446,"LOC388796","Body","20",37054880
"cg24354612","cg24354612","I","Red",1.45994854770585,0.396544142620361,9.0476272360953,2.65425287311572e-06,0.00545453421005643,4.17839137806034,"ICAM1","Body","19",10384847
"cg24362845","cg24362845","II","Both",0.966182711099826,0.488040030926972,9.60835171920684,1.49782230746942e-06,0.00402365781757824,4.55126562424439,"STK10","Body","5",171513363
"cg24410653","cg24410653","II","Both",-1.78801105186553,-1.58212338478532,-10.1914206639701,8.49695003845744e-07,0.00286669029915582,4.90519159349055,"RALA","Body","7",39742975
"cg24441324","cg24441324","I","Red",2.36260128954866,0.407152532149482,14.5505184959369,2.49054239564138e-08,0.000594878861821496,6.74811365495319,"ADAMTSL4","5'UTR","1",150523231
"cg24475731","cg24475731","II","Both",-1.23073700209027,0.908956006931443,-6.37574420006619,6.29012953932239e-05,0.0422104634901019,1.85602745069791,"ACSL1","TSS1500","4",185733856
"cg24550010","cg24550010","II","Both",0.959492627406901,-1.44118011161788,9.84210232695908,1.18939326374365e-06,0.00369290232688047,4.69710215879563,"DNAJC6","Body","1",65731107
"cg24584345","cg24584345","II","Both",-2.02533284726207,1.0621898231038,-15.7351926016993,1.12597835990814e-08,0.000459475308426859,7.07732260668006,"MAP7","Body","6",136760679
"cg24645666","cg24645666","II","Both",-1.31276606817166,1.57278171429645,-7.41301337082311,1.67307257224276e-05,0.0171703731281779,2.87766419455181,"CEMIP","5'UTR","15",81094890
"cg24719666","cg24719666","II","Both",-1.36422772309521,0.187094268296194,-8.38720143298676,5.40379378267003e-06,0.00850388106612557,3.69383034809599,"NUDT3","Body","6",34351598
"cg24721049","cg24721049","II","Both",-0.881574700027483,1.61059380220063,-7.22260332385197,2.11260471776375e-05,0.0198072178561258,2.70258838552144,"PDE4DIP","Body","1",144943476
"cg24742525","cg24742525","II","Both",-1.01391697124306,-1.77476615712743,-7.34687267003376,1.81340447415869e-05,0.0180764747133952,2.81745720849007,"LMTK2","Body","7",97755587
"cg24742550","cg24742550","II","Both",1.1525746091412,1.23499984428449,8.28347769005165,6.06565048090286e-06,0.00921615364256358,3.61292063762817,"CHST11","Body","12",104873221
"cg24744587","cg24744587","II","Both",-1.2655647776444,-0.768342258126714,-6.70898865874043,4.05066155982525e-05,0.0308001953717814,2.20280149753621,"ANKRD17","Body","4",74079894
"cg24757533","cg24757533","I","Red",0.763119183215195,3.87646428303748,6.60085105344427,4.66516670097492e-05,0.0340526174026137,2.0922649354215,"RHBDF2","5'UTR","17",74494286
"cg24766229","cg24766229","II","Both",1.44860496564205,-1.18439425813442,7.55174542586083,1.41532017246419e-05,0.0155377985473531,3.00188401646908,"C17orf99","Body","17",76151124
"cg24771793","cg24771793","II","Both",1.26687048016467,-0.387547902547597,11.9334339276367,1.81260718703708e-07,0.00128761468409357,5.78890151826239,"CUL9","Body","6",43189132
"cg24778016","cg24778016","II","Both",-1.24634823754017,1.2569302061801,-10.5382110680234,6.14207636045582e-07,0.00237090234255934,5.10072286513182,"SEZ6","Body","17",27296201
"cg24811740","cg24811740","II","Both",0.946418404939867,0.128859532623855,7.3014211079534,1.91717204284704e-05,0.0187119048376017,2.77570998960662,"GPT","5'UTR","8",145729537
"cg24885369","cg24885369","II","Both",1.6679804506023,-2.21269347315717,7.32741324670518,1.8570702111865e-05,0.0183764602876972,2.79962112519497,"RNASET2","Body","6",167364028
"cg24889134","cg24889134","II","Both",0.599966179848864,-2.57367021707997,6.43541096361071,5.80734430616212e-05,0.0399402668090785,1.91946060665441,"ERG","Body","21",39867721
"cg24896460","cg24896460","II","Both",-1.51127450964025,-0.40903204058832,-11.6085970605571,2.38089611429484e-07,0.00146115766148763,5.64162209014416,"RGNEF","Body","5",73188814
"cg24901637","cg24901637","II","Both",1.32366440583322,-1.96955817994012,9.69784516182109,1.37053605942635e-06,0.00383718313323828,4.60774296960466,"MMRN1","TSS200","4",90815973
"cg24931346","cg24931346","II","Both",1.49610336299522,-1.30704388997019,7.45658516324395,1.58705169113243e-05,0.0165653014653155,2.91697787039953,"C1QB","TSS200","1",22979546
"cg24956391","cg24956391","I","Red",-1.15024544805568,-0.593329886966598,-6.87401217791641,3.27456479831725e-05,0.0267758788874005,2.36787181243984,"SRC","5'UTR","20",36011999
"cg25051052","cg25051052","II","Both",1.04453938432471,2.05301105499959,7.04596237077549,2.63308970377378e-05,0.0228612477905908,2.53531291123722,"SPIRE1","3'UTR","18",12449168
"cg25056645","cg25056645","II","Both",-0.795732725785446,-1.02734278546122,-8.12869664742889,7.22181143459532e-06,0.0102663219466393,3.48963108655584,"VAMP1","TSS1500","12",6581239
"cg25077558","cg25077558","II","Both",-0.855719745616471,0.288285102589529,-6.30959042887997,6.87622808956587e-05,0.0449623773772405,1.78500222425292,"ADAM19","Body","5",156991510
"cg25079492","cg25079492","II","Both",0.956481663181146,1.99950148370267,6.22092789225014,7.75534198647862e-05,0.0488308469697058,1.68865496395595,"CLEC16A","Body","16",11158786
"cg25161758","cg25161758","II","Both",-1.2432939245342,2.33810164478186,-9.36678388952327,1.91004669152708e-06,0.00458682657696169,4.39472459681549,"CFLAR","5'UTR","2",201987176
"cg25205844","cg25205844","II","Both",-2.6095948814085,0.513051979132555,-11.9861005271876,1.73526811855133e-07,0.00128190046738975,5.8121020023365,"DPF3","Body","14",73110259
"cg25248319","cg25248319","II","Both",-0.984901164170092,2.2060552329022,-8.13862892617272,7.14087914618658e-06,0.010198865428819,3.49763559593327,"GOLPH3","Body","5",32139112
"cg25310867","cg25310867","II","Both",-1.95374894197761,-0.45945969720701,-13.0934224020383,7.19895015920141e-08,0.000925211660304582,6.25971254033054,"GAB2","5'UTR","11",78004709
"cg25358264","cg25358264","II","Both",0.674483273103774,-2.40715607444296,7.07080795108778,2.55219406600169e-05,0.0224316132031551,2.55912848077954,"DLGAP1","1stExon","18",3874271
"cg25361447","cg25361447","I","Red",0.944243703574977,2.74137603185606,6.59941994541998,4.6739419829423e-05,0.0340586495811781,2.09078936433341,"RGL2","Body","6",33264834
"cg25379762","cg25379762","II","Both",1.3216580683397,0.908896479572041,9.54369119687194,1.59775302635628e-06,0.00417473566416399,4.5099549380582,"GAS7","Body","17",10098365
"cg25383057","cg25383057","I","Red",0.713674524956292,1.28944881323839,7.44301862548293,1.61331222232937e-05,0.0167182027974416,2.90476673152359,"METRNL","Body","17",81045781
"cg25481587","cg25481587","II","Both",1.35567626564373,0.749965425140292,8.47182341027129,4.92163888016867e-06,0.0081106905100952,3.75884195983911,"RFTN1","Body","3",16412505
"cg25497767","cg25497767","II","Both",-0.541098326305345,-2.57670769328385,-6.38147759741676,6.24191951683325e-05,0.0421178188550718,1.86214853617528,"C12orf79","Body","12",92528765
"cg25514934","cg25514934","II","Both",1.1852751270154,-1.05075301508731,7.78465399256789,1.07397232621194e-05,0.0131475999024101,3.20427359403715,"OGDH","Body","7",44679465
"cg25586273","cg25586273","II","Both",1.10764705488891,0.879730324757525,7.384077549011,1.73296962360974e-05,0.0175954319335946,2.85140321536354,"LINC01358","Body","1",59507539
"cg25587069","cg25587069","I","Grn",0.767414174874809,-2.96112895184067,6.29605941125935,7.00317549994044e-05,0.0454645092368937,1.7703842538944,"SPARC","1stExon","5",151066484
"cg25589279","cg25589279","II","Both",0.847650563922225,-2.63723505662455,6.77547841588504,3.71646083626603e-05,0.0294332861725012,2.26983153477267,"RPTOR","Body","17",78835348
"cg25593456","cg25593456","II","Both",1.77510919400969,0.148556483806101,8.99167465943477,2.81452776295427e-06,0.00570186063886893,4.1393090790966,"DMWD","TSS1500","19",46297212
"cg25619717","cg25619717","II","Both",0.842005641957993,1.88202145299525,6.43854245242698,5.78313003295327e-05,0.0398697266025667,1.92277340961837,"FEM1C","Body","5",114867569
"cg25623827","cg25623827","II","Both",1.5703097603715,-0.373068201610634,10.3017115487016,7.656109572565e-07,0.0026924938209463,4.9685389663681,"SBNO2","Body","19",1151226
"cg25657847","cg25657847","II","Both",1.229441161195,0.575765770619066,6.56104830937386,4.91596759364521e-05,0.0355202285129301,2.05110097923332,"CAPN8","Body","1",223808316
"cg25659364","cg25659364","II","Both",-1.60522098030067,-2.20182896715011,-11.1182180389785,3.63986062320307e-07,0.00185663657271957,5.40492336121598,"LOC101928304","Body","6",134851388
"cg25661275","cg25661275","II","Both",1.18296588098469,-2.1134709015472,9.32710358560362,1.98882515327607e-06,0.00463186853828933,4.36842731213047,"PRKCQ","Body","10",6515507
"cg25668052","cg25668052","II","Both",-1.32955888964786,2.41832758927451,-6.78108156096952,3.68968413286541e-05,0.0292763453720922,2.27544793277254,"GLG1","Body","16",74489790
"cg25674938","cg25674938","II","Both",1.32019521958888,0.714634642210148,9.65968333193027,1.42331773479008e-06,0.00391772874540969,4.58375842172937,"MUM1","Body","19",1360981
"cg25687744","cg25687744","II","Both",1.75024970313842,0.49388143418703,9.73490065859158,1.32131128685636e-06,0.00380379676425789,4.63089301412417,"MYOM2","Body","8",2066636
"cg25691233","cg25691233","II","Both",1.54779063898679,0.000638360668203643,8.74082579768662,3.67382047370737e-06,0.00678502384564599,3.95969968431684,"RNF216","Body","7",5721828
"cg25734726","cg25734726","II","Both",0.806864823527895,-1.95848588300191,6.49475605419246,5.36640128756061e-05,0.0375403645074674,1.9819655311393,"SERTAD3","1stExon","19",40948296
"cg25756434","cg25756434","II","Both",-1.09344973573583,-0.849084792166094,-7.92823765866702,9.08646371492315e-06,0.0117978369527177,3.32529916865356,"PIGR","ExonBnd","1",207105818
"cg25784999","cg25784999","II","Both",-1.43671679511075,0.951972284032592,-8.48915221508302,4.8287667958615e-06,0.00800381639377011,3.77204562929371,"RCSD1","Body","1",167635844
"cg25804857","cg25804857","II","Both",-0.607626818365881,0.837026787242771,-6.83064490603613,3.46166518861132e-05,0.0279853423590468,2.32491115721291,"ZBTB16","Body","11",114005721
"cg25813689","cg25813689","II","Both",1.90214387280287,1.68280264336027,6.29957096800369,6.96999049462276e-05,0.0454211223912017,1.77418085822975,"ELP2","Body","18",33737881
"cg25828963","cg25828963","II","Both",-0.973731300923034,-1.01429751463326,-7.4612578087454,1.57811397921594e-05,0.0165335850604891,2.92117750346866,"FNDC3A","Body","13",49672483
"cg25834201","cg25834201","II","Both",-0.717514168189555,0.0727548150904649,-6.54561226995653,5.01709654114632e-05,0.0360987468023763,2.03506734349012,"FGGY","Body","1",59949993
"cg25845026","cg25845026","II","Both",-0.607768748479285,0.684450052650136,-6.53479014630384,5.08932892717929e-05,0.0363772999159408,2.02380295914737,"PPARG","5'UTR","3",12336596
"cg25872320","cg25872320","II","Both",-2.11479055827631,0.798220608841324,-14.1724899966941,3.24884497902704e-08,0.000645843369110984,6.63104908780906,"CLMN","Body","14",95773881
"cg25894071","cg25894071","II","Both",1.87759575069384,1.19626009440522,7.85818126323865,9.85587047200551e-06,0.0124204549323843,3.26660021923924,"PPP3CA","Body","4",101953935
"cg25917732","cg25917732","II","Both",1.13767314664974,1.5651433900762,8.06475555572238,7.76716838886506e-06,0.0107528478408575,3.43779130576544,"STK32C","Body","10",134038395
"cg26016267","cg26016267","I","Red",1.1039488703181,1.81173178312529,9.68444842952178,1.38881914362904e-06,0.00386408264473947,4.5993397960733,"TOLLIP","Body","11",1325784
"cg26099837","cg26099837","I","Red",1.46801810024911,0.511849387832503,8.11301701491722,7.35160089650277e-06,0.0104130505379353,3.47696852444633,"AKT1","Body","14",105255361
"cg26158528","cg26158528","II","Both",1.54720370989153,0.471696243632018,7.70999529759506,1.17254329725293e-05,0.013745575899241,3.14022524052783,"SESN2","3'UTR","1",28607681
"cg26197008","cg26197008","II","Both",-0.964663487428616,-2.7160365773294,-6.7152679894322,4.01775868878436e-05,0.0306121232929252,2.20916214638699,"PPARG","TSS1500","3",12392024
"cg26216197","cg26216197","II","Both",-0.790065573601674,0.353088299712768,-7.40102046158434,1.69762248466945e-05,0.0173186191340191,2.86679477011762,"ST3GAL5","Body","2",86071828
"cg26217822","cg26217822","II","Both",-0.879292029934445,2.16360336130746,-10.1772187801657,8.61231684952927e-07,0.00289421804928208,4.89695405619956,"PLEKHA8P1","Body","12",45603179
"cg26248987","cg26248987","II","Both",0.731008872220994,-2.48760907018842,6.39529871163802,6.12732528909836e-05,0.0416512057812341,1.87688166395894,"SH3KBP1","Body","X",19701268
"cg26318560","cg26318560","II","Both",-1.37396932284811,-1.49576129155752,-10.566863728964,5.98197232181006e-07,0.00233757728855731,5.11640638126325,"CCDC36","ExonBnd","3",49282086
"cg26328534","cg26328534","II","Both",0.959459952452384,-1.98426388621142,6.82161847616975,3.502035689874e-05,0.0282052769563158,2.31593199036926,"CD4","5'UTR","12",6901207
"cg26350768","cg26350768","II","Both",1.02077663372479,-1.0731409519829,7.78026719745528,1.07950957137364e-05,0.0131905580637944,3.20053157831004,"SNX29P2","Body","16",29346929
"cg26353713","cg26353713","II","Both",1.10200133901425,-0.332984037791446,7.6000662861359,1.33588941878157e-05,0.014902571541542,3.04450144299542,"TAB2","Body","6",149571216
"cg26416566","cg26416566","II","Both",-0.902730084335393,-2.51345900478443,-9.5612138201127,1.56997687598132e-06,0.00413962807402212,4.52119206219746,"HIF1A","Body","14",62204928
"cg26417912","cg26417912","II","Both",-0.90996713539879,0.10502581360573,-7.05600642462978,2.60005919538458e-05,0.0226894086253692,2.54495198660684,"SLAMF9","3'UTR","1",159921548
"cg26422481","cg26422481","II","Both",1.03288770736071,0.0668674759047006,7.49168807555661,1.52121960135516e-05,0.0161536179383457,2.94845003888279,"LATS2","Body","13",21584849
"cg26478401","cg26478401","II","Both",-0.812207626819922,-1.39044906351639,-8.67860028428365,3.92845868742168e-06,0.00704280595087135,3.91400993098049,"FAS","TSS1500","10",90749920
"cg26559162","cg26559162","II","Both",-0.789277215997029,0.0775962106670428,-6.7671740907645,3.75653123707524e-05,0.0295332971684563,2.26149836211992,"GPR55","3'UTR","2",231773501
"cg26564172","cg26564172","II","Both",1.01459639383637,0.632150463715442,7.76740528237465,1.09592303141178e-05,0.0133023013368849,3.18954482192453,"RGL1","Body","1",183728338
"cg26601559","cg26601559","II","Both",-1.07879024789337,1.40893592916585,-6.90641499640999,3.14187893997627e-05,0.0261398837143801,2.39977753111042,"LHFPL2","5'UTR","5",77837019
"cg26618903","cg26618903","II","Both",0.880780849054968,-3.22785654782031,9.36449975480765,1.91448845643288e-06,0.00458682657696169,4.39321536518497,"PYROXD2","TSS200","10",100175079
"cg26651525","cg26651525","II","Both",1.00580320023969,0.991217770230393,6.29457264388238,7.01727681535857e-05,0.0455215687260182,1.76877617337859,"ITPK1","Body","14",93440033
"cg26691387","cg26691387","II","Both",-1.09938512129986,-2.11718032081686,-8.719259332221,3.75999070730521e-06,0.00689955879378917,3.9439161947482,"TG","Body","8",134143217
"cg26730763","cg26730763","II","Both",-0.963952136779632,-3.15953478914901,-8.90018344844236,3.09964728938511e-06,0.00609224299876206,4.07464022780359,"XPO6","Body","16",28205389
"cg26734848","cg26734848","II","Both",-1.68509874898814,-1.06537807654095,-9.18550839886575,2.29997290383923e-06,0.00497712974788333,4.27321246486121,"RALB","5'UTR","2",121020482
"cg26801482","cg26801482","II","Both",1.85933695765361,-1.0012737347198,15.8854565010809,1.02216925255561e-08,0.000437969881811755,7.11537634330224,"SIPA1L3","5'UTR","19",38441821
"cg26852712","cg26852712","I","Red",1.18904146491377,2.37621023776256,8.68464572824302,3.90290078196151e-06,0.00703851192536951,3.91846901249668,"COL18A1","Body","21",46890907
"cg26883963","cg26883963","II","Both",3.20342273893745,-0.246492069516541,15.5298033086487,1.28692117034726e-08,0.000479485565895531,7.02403349482057,"SLAMF1","3'UTR","1",160580306
"cg26885250","cg26885250","II","Both",1.11144014792141,0.9060744160279,7.50767509864329,1.49221923693403e-05,0.0159523911117581,2.96272455358131,"TXNDC11","Body","16",11784060
"cg26903766","cg26903766","II","Both",0.576950347433597,1.27394906281936,6.24907332063111,7.4638855386619e-05,0.0474489391785757,1.71938390234756,"DOT1L","3'UTR","19",2231868
"cg26972614","cg26972614","II","Both",0.913056516807193,1.54824105050709,6.31432269365228,6.83241463834098e-05,0.0448314170368239,1.790107360139,"IL18BP","5'UTR","11",71710885
"cg27067412","cg27067412","II","Both",1.38971359917346,0.112716236504543,10.9477714476342,4.23443385414161e-07,0.0020085177848427,5.31836116459556,"NCOR2","Body","12",124978571
"cg27078862","cg27078862","II","Both",-2.1826140480581,0.544734155237828,-21.7176569573217,4.10755309732953e-10,0.000123191818251913,8.14525111884547,"PPARG","5'UTR","3",12360753
"cg27089416","cg27089416","II","Both",-2.41461586171621,-1.17336214283946,-9.82889521628077,1.2048447456523e-06,0.00369659151004233,4.68900613462531,"SCN1A","5'UTR","2",166949519
"cg27102718","cg27102718","II","Both",0.887723483282367,0.215815243195237,6.89495019651032,3.18815246088305e-05,0.0262621359898703,2.38850746079572,"CASP8AP2","5'UTR","6",90550434
"cg27121758","cg27121758","II","Both",-1.13004072646276,-2.24371730650707,-9.71178190501908,1.3517927850956e-06,0.00382312875526533,4.61646584785054,"S1PR4","TSS200","19",3178742
"cg27124432","cg27124432","II","Both",-1.4027207587878,1.23318968383592,-7.32159155175514,1.87035302223928e-05,0.0184049010148654,2.79427422020669,"ITPR2","Body","12",26512734
"cg27197115","cg27197115","II","Both",1.20647789968477,1.38547331224765,10.8699434001246,4.54035708044785e-07,0.00201597029908453,5.27806700915734,"PARVB","ExonBnd","22",44495940
"cg27232607","cg27232607","II","Both",-1.36358487574719,0.136438610603695,-9.17017102817536,2.33672153861395e-06,0.00503065271173955,4.26276846889088,"MS4A4A","5'UTR","11",60049665
"cg27281085","cg27281085","II","Both",1.14246379992805,0.415343501013816,9.41883696775724,1.81179320430931e-06,0.00448728812741974,4.42896921186846,"KRT42P","Body","17",39794984
"cg27335571","cg27335571","II","Both",-0.771725567585683,-2.16725657307089,-6.33760045002795,6.62121480596743e-05,0.0438824211775355,1.81516445400722,"SYTL1","5'UTR","1",27669563
"cg27345524","cg27345524","II","Both",0.746142808023364,0.118655726464075,6.66861479366826,4.26925762723569e-05,0.0321458643380704,2.16175319178957,"SMAD3","Body","15",67393714
"cg27366280","cg27366280","II","Both",-0.82032672360866,0.274112155319557,-8.04942265405102,7.90445742456604e-06,0.0108692649039979,3.42528034139909,"TRAK1","Body","3",42221102
"cg27382148","cg27382148","II","Both",0.670886603311807,0.490818254023875,6.54445984545504,5.02473576346585e-05,0.0361233818340264,2.0338687374723,"ARHGAP22","Body","10",49791236
