"","Term","Ont","N","DE","P.DE","FDR.DE"
"GO:2000544","regulation of endothelial cell chemotaxis to fibroblast growth factor","BP",2,0,1,1
"GO:2000546","positive regulation of endothelial cell chemotaxis to fibroblast growth factor","BP",2,0,1,1
"GO:0060665","regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling","BP",2,0,1,1
"GO:0061033","secretion by lung epithelial cell involved in lung growth","BP",2,0,1,1
"GO:0021769","orbitofrontal cortex development","BP",2,0,1,1
"GO:0021869","forebrain ventricular zone progenitor cell division","BP",2,0,1,1
"GO:0060523","prostate epithelial cord elongation","BP",2,0,1,1
"GO:0060529","squamous basal epithelial stem cell differentiation involved in prostate gland acinus development","BP",2,0,1,1
"GO:0060737","prostate gland morphogenetic growth","BP",2,0,1,1
"GO:0007439","ectodermal digestive tract development","BP",2,1,0.0148878192455704,0.632761624667539
"GO:0048611","embryonic ectodermal digestive tract development","BP",2,1,0.0148878192455704,0.632761624667539
"GO:0060458","right lung development","BP",2,1,0.0148878192455704,0.632761624667539
"GO:0097070","ductus arteriosus closure","BP",2,1,0.0148878192455704,0.632761624667539
"GO:0003275","apoptotic process involved in outflow tract morphogenesis","BP",2,0,1,1
"GO:1902256","regulation of apoptotic process involved in outflow tract morphogenesis","BP",2,0,1,1
"GO:1902338","negative regulation of apoptotic process involved in morphogenesis","BP",2,0,1,1
"GO:1904746","negative regulation of apoptotic process involved in development","BP",2,0,1,1
"GO:0072076","nephrogenic mesenchyme development","BP",2,0,1,1
"GO:0001544","initiation of primordial ovarian follicle growth","BP",2,0,1,1
"GO:0014735","regulation of muscle atrophy","BP",2,0,1,1
"GO:1990785","response to water-immersion restraint stress","BP",2,0,1,1
"GO:1903905","positive regulation of establishment of T cell polarity","BP",2,0,1,1
"GO:1904235","regulation of substrate-dependent cell migration, cell attachment to substrate","BP",2,0,1,1
"GO:1904237","positive regulation of substrate-dependent cell migration, cell attachment to substrate","BP",2,0,1,1
"GO:0018343","protein farnesylation","BP",2,0,1,1
"GO:0045213","neurotransmitter receptor metabolic process","BP",2,0,1,1
"GO:0046900","tetrahydrofolylpolyglutamate metabolic process","BP",2,0,1,1
"GO:0061901","regulation of 1-phosphatidylinositol-3-kinase activity","BP",2,0,1,1
"GO:0061903","positive regulation of 1-phosphatidylinositol-3-kinase activity","BP",2,0,1,1
"GO:0018282","metal incorporation into metallo-sulfur cluster","BP",2,0,1,1
"GO:0018283","iron incorporation into metallo-sulfur cluster","BP",2,0,1,1
"GO:1904229","regulation of succinate dehydrogenase activity","BP",2,0,1,1
"GO:1904231","positive regulation of succinate dehydrogenase activity","BP",2,0,1,1
"GO:1904234","positive regulation of aconitate hydratase activity","BP",2,0,1,1
"GO:1902951","negative regulation of dendritic spine maintenance","BP",2,0,1,1
"GO:0010731","protein glutathionylation","BP",2,0,1,1
"GO:0010732","regulation of protein glutathionylation","BP",2,0,1,1
"GO:0010734","negative regulation of protein glutathionylation","BP",2,0,1,1
"GO:0019322","pentose biosynthetic process","BP",2,0,1,1
"GO:0003011","involuntary skeletal muscle contraction","BP",2,0,1,1
"GO:0150099","neuron-glial cell signaling","BP",2,0,1,1
"GO:2001226","negative regulation of chloride transport","BP",2,0,1,1
"GO:1905224","clathrin-coated pit assembly","BP",2,0,1,1
"GO:0006059","hexitol metabolic process","BP",2,0,1,1
"GO:0061622","glycolytic process through glucose-1-phosphate","BP",2,0,1,1
"GO:0006258","UDP-glucose catabolic process","BP",2,0,1,1
"GO:0006601","creatine biosynthetic process","BP",2,0,1,1
"GO:0035606","peptidyl-cysteine S-trans-nitrosylation","BP",2,0,1,1
"GO:0015960","diadenosine polyphosphate biosynthetic process","BP",2,0,1,1
"GO:0015965","diadenosine tetraphosphate metabolic process","BP",2,0,1,1
"GO:0015966","diadenosine tetraphosphate biosynthetic process","BP",2,0,1,1
"GO:1900141","regulation of oligodendrocyte apoptotic process","BP",2,0,1,1
"GO:2000532","regulation of renal albumin absorption","BP",2,0,1,1
"GO:0030222","eosinophil differentiation","BP",2,0,1,1
"GO:0003310","pancreatic A cell differentiation","BP",2,0,1,1
"GO:0060486","club cell differentiation","BP",2,0,1,1
"GO:0060510","type II pneumocyte differentiation","BP",2,0,1,1
"GO:1901390","positive regulation of transforming growth factor beta activation","BP",2,0,1,1
"GO:0051066","dihydrobiopterin metabolic process","BP",2,0,1,1
"GO:0071929","alpha-tubulin acetylation","BP",2,0,1,1
"GO:0042701","progesterone secretion","BP",2,0,1,1
"GO:0070105","positive regulation of interleukin-6-mediated signaling pathway","BP",2,1,0.0148878192455704,0.632761624667539
"GO:0031179","peptide modification","BP",2,0,1,1
"GO:1990349","gap junction-mediated intercellular transport","BP",2,0,1,1
"GO:0046167","glycerol-3-phosphate biosynthetic process","BP",2,0,1,1
"GO:0072180","mesonephric duct morphogenesis","BP",2,0,1,1
"GO:0042340","keratan sulfate catabolic process","BP",2,0,1,1
"GO:0097069","cellular response to thyroxine stimulus","BP",2,0,1,1
"GO:1904387","cellular response to L-phenylalanine derivative","BP",2,0,1,1
"GO:0006543","glutamine catabolic process","BP",2,0,1,1
"GO:0042351","'de novo' GDP-L-fucose biosynthetic process","BP",2,0,1,1
"GO:0071846","actin filament debranching","BP",2,0,1,1
"GO:1905793","protein localization to pericentriolar material","BP",2,0,1,1
"GO:0006532","aspartate biosynthetic process","BP",2,0,1,1
"GO:0019550","glutamate catabolic process to aspartate","BP",2,0,1,1
"GO:0019551","glutamate catabolic process to 2-oxoglutarate","BP",2,0,1,1
"GO:0051581","negative regulation of neurotransmitter uptake","BP",2,0,1,1
"GO:0051612","negative regulation of serotonin uptake","BP",2,0,1,1
"GO:0006982","response to lipid hydroperoxide","BP",2,0,1,1
"GO:0097707","ferroptosis","BP",2,0,1,1
"GO:0110075","regulation of ferroptosis","BP",2,0,1,1
"GO:0110076","negative regulation of ferroptosis","BP",2,0,1,1
"GO:0106016","positive regulation of inflammatory response to wounding","BP",2,0,1,1
"GO:1903334","positive regulation of protein folding","BP",2,0,1,1
"GO:0050960","detection of temperature stimulus involved in thermoception","BP",2,0,1,1
"GO:0033058","directional locomotion","BP",2,0,1,1
"GO:2000077","negative regulation of type B pancreatic cell development","BP",2,0,1,1
"GO:0071109","superior temporal gyrus development","BP",2,0,1,1
"GO:1904339","negative regulation of dopaminergic neuron differentiation","BP",2,0,1,1
"GO:1905239","regulation of canonical Wnt signaling pathway involved in osteoblast differentiation","BP",2,0,1,1
"GO:1905240","negative regulation of canonical Wnt signaling pathway involved in osteoblast differentiation","BP",2,0,1,1
"GO:2000740","negative regulation of mesenchymal stem cell differentiation","BP",2,0,1,1
"GO:0044855","plasma membrane raft distribution","BP",2,0,1,1
"GO:0044856","plasma membrane raft localization","BP",2,0,1,1
"GO:1900756","protein processing in phagocytic vesicle","BP",2,0,1,1
"GO:1902174","positive regulation of keratinocyte apoptotic process","BP",2,0,1,1
"GO:1903921","regulation of protein processing in phagocytic vesicle","BP",2,0,1,1
"GO:1903923","positive regulation of protein processing in phagocytic vesicle","BP",2,0,1,1
"GO:0051771","negative regulation of nitric-oxide synthase biosynthetic process","BP",2,0,1,1
"GO:0001112","DNA-templated transcription open complex formation","BP",2,0,1,1
"GO:0001120","protein-DNA complex remodeling","BP",2,0,1,1
"GO:0009183","purine deoxyribonucleoside diphosphate biosynthetic process","BP",2,0,1,1
"GO:0019389","glucuronoside metabolic process","BP",2,0,1,1
"GO:0019391","glucuronoside catabolic process","BP",2,0,1,1
"GO:0062173","brexanolone metabolic process","BP",2,0,1,1
"GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP",2,0,1,1
"GO:0006427","histidyl-tRNA aminoacylation","BP",2,0,1,1
"GO:0036118","hyaluranon cable assembly","BP",2,0,1,1
"GO:1900104","regulation of hyaluranon cable assembly","BP",2,0,1,1
"GO:1900106","positive regulation of hyaluranon cable assembly","BP",2,0,1,1
"GO:0019045","latent virus replication","BP",2,0,1,1
"GO:0019046","release from viral latency","BP",2,0,1,1
"GO:1905335","regulation of aggrephagy","BP",2,0,1,1
"GO:1905337","positive regulation of aggrephagy","BP",2,0,1,1
"GO:0007619","courtship behavior","BP",2,0,1,1
"GO:0002589","regulation of antigen processing and presentation of peptide antigen via MHC class I","BP",2,0,1,1
"GO:0002590","negative regulation of antigen processing and presentation of peptide antigen via MHC class I","BP",2,0,1,1
"GO:0002625","regulation of T cell antigen processing and presentation","BP",2,0,1,1
"GO:0021840","directional guidance of interneurons involved in migration from the subpallium to the cortex","BP",2,0,1,1
"GO:0021842","chemorepulsion involved in interneuron migration from the subpallium to the cortex","BP",2,0,1,1
"GO:0038129","ERBB3 signaling pathway","BP",2,0,1,1
"GO:0070101","positive regulation of chemokine-mediated signaling pathway","BP",2,0,1,1
"GO:0002419","T cell mediated cytotoxicity directed against tumor cell target","BP",2,0,1,1
"GO:2000567","regulation of memory T cell activation","BP",2,0,1,1
"GO:2000568","positive regulation of memory T cell activation","BP",2,0,1,1
"GO:0002581","negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP",2,0,1,1
"GO:0002469","myeloid dendritic cell antigen processing and presentation","BP",2,0,1,1
"GO:0002491","antigen processing and presentation of endogenous peptide antigen via MHC class II","BP",2,0,1,1
"GO:0002514","B cell tolerance induction","BP",2,0,1,1
"GO:0017055","negative regulation of RNA polymerase II transcription preinitiation complex assembly","BP",2,0,1,1
"GO:0032423","regulation of mismatch repair","BP",2,0,1,1
"GO:0032425","positive regulation of mismatch repair","BP",2,0,1,1
"GO:0035711","T-helper 1 cell activation","BP",2,0,1,1
"GO:2000426","negative regulation of apoptotic cell clearance","BP",2,0,1,1
"GO:0006788","heme oxidation","BP",2,0,1,1
"GO:0014806","smooth muscle hyperplasia","BP",2,0,1,1
"GO:0034395","regulation of transcription from RNA polymerase II promoter in response to iron","BP",2,0,1,1
"GO:0001692","histamine metabolic process","BP",2,0,1,1
"GO:0052803","imidazole-containing compound metabolic process","BP",2,0,1,1
"GO:0015855","pyrimidine nucleobase transport","BP",2,0,1,1
"GO:0035344","hypoxanthine transport","BP",2,0,1,1
"GO:1905663","positive regulation of telomerase RNA reverse transcriptase activity","BP",2,0,1,1
"GO:1904585","response to putrescine","BP",2,0,1,1
"GO:1904586","cellular response to putrescine","BP",2,0,1,1
"GO:0021560","abducens nerve development","BP",2,0,1,1
"GO:0021598","abducens nerve morphogenesis","BP",2,0,1,1
"GO:0021599","abducens nerve formation","BP",2,0,1,1
"GO:0060482","lobar bronchus development","BP",2,0,1,1
"GO:0060764","cell-cell signaling involved in mammary gland development","BP",2,0,1,1
"GO:0048619","embryonic hindgut morphogenesis","BP",2,0,1,1
"GO:2000295","regulation of hydrogen peroxide catabolic process","BP",2,0,1,1
"GO:2000296","negative regulation of hydrogen peroxide catabolic process","BP",2,0,1,1
"GO:1901079","positive regulation of relaxation of muscle","BP",2,0,1,1
"GO:0021555","midbrain-hindbrain boundary morphogenesis","BP",2,0,1,1
"GO:0030917","midbrain-hindbrain boundary development","BP",2,0,1,1
"GO:1905457","negative regulation of lymphoid progenitor cell differentiation","BP",2,0,1,1
"GO:2000974","negative regulation of pro-B cell differentiation","BP",2,0,1,1
"GO:1904842","response to nitroglycerin","BP",2,0,1,1
"GO:1990910","response to hypobaric hypoxia","BP",2,0,1,1
"GO:1905258","regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","BP",2,0,1,1
"GO:1905259","negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway","BP",2,0,1,1
"GO:0070194","synaptonemal complex disassembly","BP",2,0,1,1
"GO:0034514","mitochondrial unfolded protein response","BP",2,0,1,1
"GO:0030207","chondroitin sulfate catabolic process","BP",2,0,1,1
"GO:0006428","isoleucyl-tRNA aminoacylation","BP",2,0,1,1
"GO:0002270","plasmacytoid dendritic cell activation","BP",2,0,1,1
"GO:0006097","glyoxylate cycle","BP",2,0,1,1
"GO:0019060","intracellular transport of viral protein in host cell","BP",2,0,1,1
"GO:0030581","symbiont intracellular protein transport in host","BP",2,0,1,1
"GO:0060844","arterial endothelial cell fate commitment","BP",2,0,1,1
"GO:0072554","blood vessel lumenization","BP",2,0,1,1
"GO:1901187","regulation of ephrin receptor signaling pathway","BP",2,0,1,1
"GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","BP",2,0,1,1
"GO:0035504","regulation of myosin light chain kinase activity","BP",2,0,1,1
"GO:0035505","positive regulation of myosin light chain kinase activity","BP",2,0,1,1
"GO:0060559","positive regulation of calcidiol 1-monooxygenase activity","BP",2,0,1,1
"GO:0038172","interleukin-33-mediated signaling pathway","BP",2,0,1,1
"GO:0038111","interleukin-7-mediated signaling pathway","BP",2,0,1,1
"GO:0038112","interleukin-8-mediated signaling pathway","BP",2,0,1,1
"GO:0071104","response to interleukin-9","BP",2,0,1,1
"GO:0038155","interleukin-23-mediated signaling pathway","BP",2,0,1,1
"GO:2000330","positive regulation of T-helper 17 cell lineage commitment","BP",2,0,1,1
"GO:0051257","meiotic spindle midzone assembly","BP",2,0,1,1
"GO:0042078","germ-line stem cell division","BP",2,0,1,1
"GO:0048133","male germ-line stem cell asymmetric division","BP",2,0,1,1
"GO:0098722","asymmetric stem cell division","BP",2,0,1,1
"GO:0098728","germline stem cell asymmetric division","BP",2,0,1,1
"GO:0032277","negative regulation of gonadotropin secretion","BP",2,0,1,1
"GO:0046882","negative regulation of follicle-stimulating hormone secretion","BP",2,0,1,1
"GO:0060278","regulation of ovulation","BP",2,0,1,1
"GO:0060279","positive regulation of ovulation","BP",2,0,1,1
"GO:0045659","negative regulation of neutrophil differentiation","BP",2,0,1,1
"GO:0036316","SREBP-SCAP complex retention in endoplasmic reticulum","BP",2,0,1,1
"GO:1901301","regulation of cargo loading into COPII-coated vesicle","BP",2,0,1,1
"GO:0019043","establishment of viral latency","BP",2,0,1,1
"GO:0034127","regulation of MyD88-independent toll-like receptor signaling pathway","BP",2,0,1,1
"GO:0060913","cardiac cell fate determination","BP",2,0,1,1
"GO:0033341","regulation of collagen binding","BP",2,0,1,1
"GO:0003366","cell-matrix adhesion involved in ameboidal cell migration","BP",2,0,1,1
"GO:0035683","memory T cell extravasation","BP",2,0,1,1
"GO:0045914","negative regulation of catecholamine metabolic process","BP",2,0,1,1
"GO:0045963","negative regulation of dopamine metabolic process","BP",2,0,1,1
"GO:0110090","positive regulation of hippocampal neuron apoptotic process","BP",2,0,1,1
"GO:0009203","ribonucleoside triphosphate catabolic process","BP",2,1,0.0148878192455704,0.632761624667539
"GO:0046041","ITP metabolic process","BP",2,0,1,1
"GO:0052746","inositol phosphorylation","BP",2,0,1,1
"GO:0014858","positive regulation of skeletal muscle cell proliferation","BP",2,0,1,1
"GO:0045210","FasL biosynthetic process","BP",2,0,1,1
"GO:0003064","regulation of heart rate by hormone","BP",2,0,1,1
"GO:0100001","regulation of skeletal muscle contraction by action potential","BP",2,0,1,1
